date,symbol,marketcapname,sector
24-04-2024 2:45 pm,TATACONSUM,Largecap,FMCG
24-04-2024 3:20 pm,BPCL,Largecap,Industrials
24-04-2024 3:25 pm,ONGC,Largecap,Oils
25-04-2024 9:15 am,BAJFINANCE,Largecap,Finance
25-04-2024 9:15 am,TITAN,Largecap,Miscellaneous
25-04-2024 9:15 am,KOTAKBANK,Largecap,Bank
25-04-2024 9:15 am,HINDUNILVR,Largecap,FMCG
25-04-2024 9:15 am,BRITANNIA,Largecap,FMCG
25-04-2024 9:15 am,SHRIRAMFIN,Largecap,Finance
25-04-2024 9:15 am,ULTRACEMCO,Largecap,Industrials
25-04-2024 9:15 am,LTIM,Largecap,I.T
25-04-2024 9:20 am,JSWSTEEL,Largecap,Metals
25-04-2024 9:20 am,HINDALCO,Largecap,Metals
25-04-2024 9:20 am,ICICIBANK,Largecap,Bank
25-04-2024 9:30 am,HEROMOTOCO,Largecap,Auto
25-04-2024 9:45 am,CIPLA,Largecap,Pharmaceuticals
25-04-2024 9:55 am,EICHERMOT,Largecap,Auto
25-04-2024 10:35 am,TECHM,Largecap,I.T
25-04-2024 10:40 am,TCS,Largecap,I.T
25-04-2024 10:45 am,HCLTECH,Largecap,I.T
25-04-2024 10:45 am,DIVISLAB,Largecap,Pharmaceuticals
25-04-2024 10:50 am,LT,Largecap,Realty
25-04-2024 10:50 am,BPCL,Largecap,Industrials
25-04-2024 10:50 am,NIFTY,Smallcap,Indices
25-04-2024 10:50 am,SUNPHARMA,Largecap,Pharmaceuticals
25-04-2024 10:50 am,INDUSINDBK,Largecap,Bank
25-04-2024 10:50 am,ULTRACEMCO,Largecap,Industrials
25-04-2024 10:50 am,POWERGRID,Largecap,Miscellaneous
25-04-2024 11:15 am,BHARTIARTL,Largecap,Telecom
25-04-2024 12:20 pm,ADANIENT,Largecap,Services
25-04-2024 12:20 pm,SBILIFE,Largecap,Services
25-04-2024 12:30 pm,NESTLEIND,Largecap,FMCG
25-04-2024 12:40 pm,M&M,Largecap,Auto
25-04-2024 12:40 pm,WIPRO,Largecap,I.T
25-04-2024 12:50 pm,HINDUNILVR,Largecap,FMCG
25-04-2024 1:05 pm,BAJAJ-AUTO,Largecap,Auto
25-04-2024 1:30 pm,CIPLA,Largecap,Pharmaceuticals
25-04-2024 2:45 pm,DIVISLAB,Largecap,Pharmaceuticals
25-04-2024 2:50 pm,POWERGRID,Largecap,Miscellaneous
25-04-2024 3:00 pm,BAJFINANCE,Largecap,Finance
25-04-2024 3:00 pm,BAJAJFINSV,Largecap,Finance
25-04-2024 3:10 pm,ICICIBANK,Largecap,Bank
25-04-2024 3:15 pm,INFY,Largecap,I.T
25-04-2024 3:20 pm,TITAN,Largecap,Miscellaneous
25-04-2024 3:25 pm,SHRIRAMFIN,Largecap,Finance
26-04-2024 9:15 am,KOTAKBANK,Largecap,Bank
26-04-2024 9:15 am,BPCL,Largecap,Industrials
26-04-2024 9:15 am,TATACONSUM,Largecap,FMCG
26-04-2024 9:15 am,APOLLOHOSP,Largecap,Pharmaceuticals
26-04-2024 9:20 am,M&M,Largecap,Auto
26-04-2024 9:20 am,INDUSINDBK,Largecap,Bank
26-04-2024 9:30 am,HEROMOTOCO,Largecap,Auto
26-04-2024 9:30 am,NESTLEIND,Largecap,FMCG
26-04-2024 9:35 am,ULTRACEMCO,Largecap,Industrials
26-04-2024 9:40 am,GRASIM,Largecap,Textiles
26-04-2024 9:40 am,BRITANNIA,Largecap,FMCG
26-04-2024 9:55 am,LT,Largecap,Realty
26-04-2024 10:00 am,JSWSTEEL,Largecap,Metals
26-04-2024 10:00 am,RELIANCE,Largecap,Industrials
26-04-2024 10:05 am,SBIN,Largecap,Bank
26-04-2024 10:05 am,ITC,Largecap,FMCG
26-04-2024 10:10 am,BHARTIARTL,Largecap,Telecom
26-04-2024 10:15 am,ADANIENT,Largecap,Services
26-04-2024 10:15 am,SUNPHARMA,Largecap,Pharmaceuticals
26-04-2024 10:20 am,HDFCBANK,Largecap,Bank
26-04-2024 10:25 am,SBILIFE,Largecap,Services
26-04-2024 10:30 am,NIFTY,Smallcap,Indices
26-04-2024 10:30 am,TECHM,Largecap,I.T
26-04-2024 10:35 am,NTPC,Largecap,Miscellaneous
26-04-2024 10:55 am,SHRIRAMFIN,Largecap,Finance
26-04-2024 11:00 am,HDFCLIFE,Largecap,Services
26-04-2024 11:15 am,MARUTI,Largecap,Auto
26-04-2024 12:10 pm,HCLTECH,Largecap,I.T
26-04-2024 12:10 pm,TCS,Largecap,I.T
26-04-2024 12:15 pm,TATASTEEL,Largecap,Metals
26-04-2024 12:15 pm,HINDUNILVR,Largecap,FMCG
26-04-2024 12:25 pm,HEROMOTOCO,Largecap,Auto
26-04-2024 12:40 pm,POWERGRID,Largecap,Miscellaneous
26-04-2024 12:45 pm,CIPLA,Largecap,Pharmaceuticals
26-04-2024 12:45 pm,BPCL,Largecap,Industrials
26-04-2024 12:45 pm,TATAMOTORS,Largecap,Auto
26-04-2024 1:00 pm,ADANIPORTS,Largecap,Industrials
26-04-2024 1:15 pm,ASIANPAINT,Largecap,Industrials
26-04-2024 1:15 pm,INDUSINDBK,Largecap,Bank
26-04-2024 1:25 pm,WIPRO,Largecap,I.T
26-04-2024 1:30 pm,ICICIBANK,Largecap,Bank
26-04-2024 1:30 pm,AXISBANK,Largecap,Bank
26-04-2024 1:35 pm,SUNPHARMA,Largecap,Pharmaceuticals
26-04-2024 2:55 pm,ULTRACEMCO,Largecap,Industrials
26-04-2024 3:00 pm,ONGC,Largecap,Oils
26-04-2024 3:05 pm,DRREDDY,Largecap,Pharmaceuticals
26-04-2024 3:05 pm,COALINDIA,Largecap,Industrials
